PostUserId,RespondUserId,QId,Time,days
22.0,29.0,1,2012-01-17 21:29:17.180,0
22.0,5.0,1,2012-01-17 21:29:53.170,0
22.0,129.0,1,2012-01-18 07:38:24.227,0
43.0,43.0,2,2012-01-17 21:33:29.797,0
9.0,37.0,6,2012-01-17 21:36:18.857,0
9.0,9.0,6,2012-01-17 21:38:15.967,0
47.0,37.0,6,2012-01-17 21:46:38.620,0
47.0,47.0,6,2012-01-17 21:56:28.623,0
47.0,95.0,6,2012-01-18 00:38:42.350,0
9.0,44.0,16,2012-01-17 21:49:56.213,0
9.0,9.0,16,2012-01-17 21:52:39.733,0
9.0,18.0,16,2012-01-17 21:53:21.293,0
9.0,50.0,16,2012-01-17 21:53:50.730,0
9.0,9.0,16,2012-01-17 21:54:01.353,0
9.0,44.0,16,2012-01-17 21:57:12.457,0
9.0,50.0,16,2012-01-17 22:03:58.810,0
9.0,44.0,16,2012-01-17 22:05:01.553,0
9.0,50.0,16,2012-01-17 22:12:37.237,0
51.0,44.0,16,2012-01-17 22:10:18.783,0
51.0,15.0,16,2012-01-17 22:22:43.290,0
51.0,101.0,16,2012-01-18 17:38:13.247,0
35.0,77.0,2,2012-01-17 22:13:02.307,0
18.0,44.0,16,2012-01-17 22:16:01.677,0
18.0,16.0,16,2012-01-17 22:16:40.193,0
16.0,50.0,16,2012-01-17 22:16:02.817,0
16.0,1598.0,16,2012-06-29 16:02:39.583,163
1598.0,16.0,16,2012-06-29 17:18:24.853,163
34.0,44.0,16,2012-01-17 22:35:06.247,0
34.0,34.0,16,2012-01-17 22:44:00.817,0
34.0,16.0,16,2012-01-18 13:18:48.010,0
16.0,34.0,16,2012-01-18 21:05:31.103,1
34.0,16.0,16,2012-01-18 21:11:02.987,1
36.0,37.0,22,2012-01-17 22:44:03.160,0
36.0,31.0,22,2012-01-17 22:53:04.970,0
36.0,36.0,22,2012-01-17 23:00:08.937,0
36.0,31.0,22,2012-01-17 23:05:24.250,0
36.0,69.0,22,2012-01-18 05:01:25.013,0
31.0,12.0,22,2012-01-18 15:37:26.163,0
36.0,31.0,22,2012-01-18 18:57:13.330,0
36.0,12.0,22,2012-01-24 16:24:01.043,6
8.0,52.0,22,2012-01-17 22:58:59.297,0
8.0,95.0,22,2012-01-17 23:24:31.503,0
91.0,61.0,38,2012-01-17 22:59:36.613,0
81.0,79.0,44,2012-01-17 23:06:15.213,0
81.0,81.0,44,2012-01-17 23:08:44.743,0
81.0,79.0,44,2012-01-17 23:10:21.447,0
81.0,129.0,44,2012-01-18 12:00:05.973,0
129.0,81.0,44,2012-01-18 12:12:49.440,0
81.0,129.0,44,2012-01-18 14:10:56.617,0
129.0,81.0,44,2012-01-18 14:29:49.863,0
81.0,129.0,44,2012-01-18 15:01:44.413,0
18.0,82.0,40,2012-01-17 23:22:55.157,0
46.0,17.0,52,2012-01-17 23:42:10.867,0
46.0,95.0,52,2012-01-17 23:42:54.733,0
46.0,245.0,52,2012-05-02 02:52:41.097,105
95.0,50.0,53,2012-01-17 23:50:35.483,0
95.0,81.0,53,2012-01-18 00:30:27.340,0
81.0,95.0,53,2012-01-17 23:59:06.437,0
81.0,81.0,53,2012-01-18 00:04:46.460,0
81.0,95.0,53,2012-01-18 00:05:52.947,0
81.0,50.0,53,2012-01-18 00:14:28.957,0
81.0,81.0,53,2012-01-18 00:19:25.687,0
81.0,95.0,53,2012-01-18 00:25:05.960,0
81.0,81.0,53,2012-01-18 00:38:47.980,0
81.0,81.0,53,2012-01-18 00:42:43.433,0
81.0,95.0,78,2012-01-18 00:42:07.087,0
12.0,81.0,78,2012-01-18 00:45:58.077,0
12.0,95.0,78,2012-01-18 00:49:25.060,0
12.0,95.0,78,2012-01-18 01:01:40.220,0
47.0,95.0,41,2012-01-18 00:53:20.297,0
95.0,5.0,41,2012-01-18 06:37:12.837,0
95.0,95.0,41,2012-01-18 08:04:55.290,0
95.0,280.0,41,2012-06-18 13:09:33.147,152
95.0,280.0,41,2012-06-18 13:21:39.647,152
95.0,280.0,41,2012-06-18 13:25:22.840,152
97.0,91.0,44,2012-01-18 00:53:50.903,0
12.0,81.0,33,2012-01-18 00:54:59.077,0
12.0,50.0,40,2012-01-18 01:00:47.693,0
95.0,50.0,87,2012-01-18 01:18:45.043,0
17.0,8.0,18,2012-01-18 02:28:08.037,0
8.0,17.0,18,2012-01-18 11:49:26.350,0
103.0,52.0,96,2012-01-18 03:43:05.093,0
39.0,95.0,18,2012-01-18 04:44:51.197,0
95.0,7.0,104,2012-01-18 04:56:12.120,0
7.0,95.0,104,2012-01-18 04:58:41.487,0
95.0,13.0,104,2012-01-18 06:33:51.743,0
121.0,95.0,104,2012-01-18 05:07:50.910,0
121.0,13.0,104,2012-01-18 06:08:23.163,0
13.0,95.0,104,2012-01-18 05:41:46.877,0
13.0,13.0,104,2012-01-18 06:09:37.317,0
13.0,95.0,104,2012-01-19 02:11:07.837,1
13.0,7.0,104,2012-01-19 03:18:41.137,1
13.0,7.0,104,2012-01-19 03:50:49.707,1
7.0,13.0,104,2012-01-19 04:05:32.267,1
7.0,16.0,104,2012-01-19 11:25:10.563,1
70.0,95.0,97,2012-01-18 06:09:33.837,0
70.0,95.0,97,2012-01-18 06:16:58.850,0
79.0,129.0,44,2012-01-18 07:23:26.007,0
34.0,110.0,120,2012-01-18 08:04:55.180,0
34.0,57.0,120,2012-01-18 16:32:08.180,0
34.0,34.0,120,2012-01-18 20:59:26.753,0
34.0,110.0,120,2012-01-19 04:08:40.843,1
81.0,129.0,121,2012-01-18 08:58:27.370,0
129.0,81.0,121,2012-01-18 09:45:49.343,0
81.0,89.0,121,2012-01-18 09:49:24.397,0
81.0,81.0,121,2012-01-18 09:57:54.893,0
89.0,129.0,121,2012-01-18 10:38:47.727,0
103.0,12.0,104,2012-01-18 09:37:41.947,0
12.0,50.0,128,2012-01-18 09:52:14.773,0
12.0,133.0,128,2012-01-18 10:06:09.680,0
133.0,12.0,128,2012-01-18 10:14:13.493,0
12.0,133.0,128,2012-01-18 10:24:46.577,0
133.0,12.0,128,2012-01-18 10:27:34.423,0
12.0,133.0,128,2012-01-18 10:41:11.120,0
133.0,50.0,128,2012-01-18 11:17:11.623,0
12.0,133.0,128,2012-01-18 11:30:39.747,0
133.0,12.0,128,2012-01-18 12:31:19.853,0
70.0,,130,2012-01-18 10:16:53.333,0
81.0,81.0,130,2012-01-18 10:20:01.580,0
34.0,34.0,131,2012-01-18 11:24:16.600,0
13.0,129.0,40,2012-01-18 11:39:27.630,0
129.0,50.0,40,2012-01-18 11:43:05.887,0
13.0,129.0,40,2012-01-18 11:53:02.693,0
8.0,28.0,69,2012-01-18 12:01:54.680,0
34.0,34.0,145,2012-01-18 12:04:48.280,0
,44.0,148,2012-01-18 12:06:24.027,0
,148.0,148,2012-01-18 16:21:38.623,0
148.0,,148,2012-01-18 16:34:32.890,0
,148.0,148,2012-01-18 22:50:04.993,1
,133.0,145,2012-01-18 12:07:03.680,0
,,145,2012-03-19 09:34:04.927,61
50.0,44.0,148,2012-01-18 12:17:13.933,0
81.0,58.0,140,2012-01-18 14:47:55.310,0
58.0,81.0,140,2012-01-18 15:13:37.217,0
9.0,50.0,159,2012-01-18 14:54:03.487,0
9.0,9.0,159,2012-01-18 14:59:29.453,0
16.0,9.0,159,2012-01-18 15:07:20.340,0
16.0,16.0,159,2012-01-18 15:11:35.660,0
16.0,9.0,159,2012-01-18 15:15:33.497,0
151.0,50.0,16,2012-01-18 16:44:25.653,0
