,time-delta,jaccard,name
0,0,1.0,astronomy
1,1,0.7142857142857143,astronomy
2,2,0.6190476190476191,astronomy
3,3,0.5238095238095238,astronomy
4,4,0.6363636363636364,astronomy
5,5,0.6818181818181818,astronomy
6,6,0.6818181818181818,astronomy
7,7,0.5652173913043478,astronomy
8,8,0.4782608695652174,astronomy
9,9,0.4782608695652174,astronomy
10,10,0.4090909090909091,astronomy
11,11,0.4090909090909091,astronomy
12,12,0.4090909090909091,astronomy
13,13,0.4090909090909091,astronomy
14,14,0.34782608695652173,astronomy
15,15,0.30434782608695654,astronomy
16,16,0.375,astronomy
17,17,0.375,astronomy
18,18,0.375,astronomy
19,19,0.375,astronomy
20,20,0.375,astronomy
21,21,0.38461538461538464,astronomy
22,22,0.28,astronomy
23,23,0.24,astronomy
24,24,0.16666666666666666,astronomy
25,25,0.20833333333333334,astronomy
26,26,0.20833333333333334,astronomy
27,27,0.20833333333333334,astronomy
28,28,0.19230769230769232,astronomy
29,29,0.23076923076923078,astronomy
30,30,0.23076923076923078,astronomy
31,31,0.23076923076923078,astronomy
32,32,0.2222222222222222,astronomy
33,33,0.18518518518518517,astronomy
34,34,0.25925925925925924,astronomy
35,35,0.23076923076923078,astronomy
36,36,0.23076923076923078,astronomy
37,37,0.24,astronomy
38,38,0.24,astronomy
39,39,0.24,astronomy
40,40,0.2,astronomy
41,41,0.2,astronomy
42,42,0.16,astronomy
43,43,0.16,astronomy
44,44,0.16666666666666666,astronomy
45,45,0.16666666666666666,astronomy
46,46,0.16666666666666666,astronomy
47,47,0.16666666666666666,astronomy
48,48,0.16,astronomy
49,49,0.16,astronomy
50,50,0.14814814814814814,astronomy
51,51,0.13793103448275862,astronomy
52,52,0.1724137931034483,astronomy
53,53,0.17857142857142858,astronomy
54,54,0.16,astronomy
55,55,0.12,astronomy
56,56,0.12,astronomy
57,57,0.12,astronomy
58,58,0.15384615384615385,astronomy
59,59,0.14285714285714285,astronomy
60,60,0.14285714285714285,astronomy
61,61,0.14285714285714285,astronomy
62,62,0.14814814814814814,astronomy
63,63,0.14814814814814814,astronomy
64,64,0.14814814814814814,astronomy
65,65,0.1111111111111111,astronomy
66,66,0.1111111111111111,astronomy
67,67,0.1111111111111111,astronomy
68,68,0.1111111111111111,astronomy
69,69,0.1111111111111111,astronomy
70,70,0.10714285714285714,astronomy
71,71,0.10714285714285714,astronomy
72,72,0.1111111111111111,astronomy
73,73,0.11538461538461539,astronomy
74,74,0.14285714285714285,astronomy
75,75,0.14285714285714285,astronomy
76,76,0.16129032258064516,astronomy
77,77,0.13333333333333333,astronomy
78,78,0.1111111111111111,astronomy
79,79,0.0967741935483871,astronomy
80,80,0.0967741935483871,astronomy
81,81,0.1,astronomy
82,82,0.14285714285714285,astronomy
83,83,0.14285714285714285,astronomy
84,84,0.14285714285714285,astronomy
85,85,0.14285714285714285,astronomy
86,86,0.10714285714285714,astronomy
87,87,0.10714285714285714,astronomy
88,88,0.10714285714285714,astronomy
